Buyer Name,Type,Industry,Count,Tot Value,Average Size,Minimum Size,Maximum Size,Average Premium,Minimum Premium,Maximum Premium
Servest Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
JHR Capital LLC,Strategic,Asset Management,1,50,50,50,50,,0,0
Prudential PLC,Strategic,Insurance,1,376.2,376.2,376.2,376.2,,0,0
Cox Enterprises Inc,Strategic,Cable & Satellite,1,40,40,40,40,,0,0
Thai Wah Ventures,Strategic,Asset Management,1,11,11,11,11,,0,0
Credit Saison Co Ltd,Strategic,Specialty Finance,1,,,,,,0,0
Intel Capital Corp,Strategic,Asset Management,1,350,350,350,350,,0,0
Japan Food & Liquor Alliance Inc,Strategic,Food,1,,,,,,0,0
Fun's Solution KK,Strategic,Food,1,3.69051,3.69051,3.69051,3.69051,,0,0
Hyperion Asset Management Ltd/Australia,Strategic,Asset Management,1,89.0256,89.0256,89.0256,89.0256,,0,0
Telefonica SA,Strategic,Telecommunications,1,96.8926,96.8926,96.8926,96.8926,10.38,0,0
Hearst Corp/The,Strategic,Publishing & Broadcasting,1,3.8,3.8,3.8,3.8,,0,0
Stabilus SE,Strategic,Machinery,1,,,,,,0,0
TAKATAYA Co Ltd,Strategic,Real Estate Owners & Developers,1,18.9123,18.9123,18.9123,18.9123,,0,0
Amundi SA,Strategic,Asset Management,1,8.1536,8.1536,8.1536,8.1536,,0,0
Platform Holdings KK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Atomic Burrito Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Marche International Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
Gosh Enterprises Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Shenzhen Ruiding Capital Management Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Quick Service Restaurants Holdings Pty Ltd,Strategic,Leisure Facilities & Services,1,4.70592,4.70592,4.70592,4.70592,,0,0
Tsubakidai KK,Strategic,Asset Management,1,,,,,,0,0
Argos Wityu SAS,Strategic,Asset Management,1,129.27,129.27,129.27,129.27,43.59,0,0
Sado Steam Ship Co Ltd,Strategic,Transportation & Logistics,1,0.0054385,0.0054385,0.0054385,0.0054385,,0,0
Cedars-Sinai Health System,Strategic,Health Care Facilities & Svcs,1,31,31,31,31,,0,0
CMS Holdings LLC,Strategic,Asset Management,1,65,65,65,65,,0,0
Cheeze Kurls LLC,Strategic,Food,1,,,,,,0,0
Big League Holdings Ltd,Strategic,Specialty Finance,1,5.36815,5.36815,5.36815,5.36815,,0,0
Star Cinema Grill,Strategic,Leisure Facilities & Services,1,5,5,5,5,,0,0
UK Government Investments Ltd,Strategic,Specialty Finance,1,0.27418,0.27418,0.27418,0.27418,,0,0
SEIGAKUSHA Co Ltd,Strategic,Consumer Services,1,0.44284,0.44284,0.44284,0.44284,,0,0
Chugoku Bank Ltd/The,Strategic,Banking,1,10.985,10.985,10.985,10.985,,0,0
New Horizon Capital Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Youdeal KK,Strategic,Internet Media & Services,1,3.69051,3.69051,3.69051,3.69051,,0,0
SBI Holdings Inc/Japan,Strategic,Institutional Financial Svcs,1,8.9095,8.9095,8.9095,8.9095,,0,0
Showa Corp,Strategic,Automotive,1,,,,,,0,0
B4 Investimenti SPA,Strategic,Asset Management,1,5.1168,5.1168,5.1168,5.1168,,0,0
Shanghai Iterative Investment Management Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Privet Fund Management LLC,Strategic,Asset Management,1,,,,,,0,0
Ulster Bank Ltd,Strategic,Banking,1,,,,,,0,0
C&T Restaurant Management LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Showa Sangyo Co Ltd,Strategic,Food,1,14.4115,14.4115,14.4115,14.4115,,0,0
PrimeFlight Aviation Services Inc,Strategic,Transportation & Logistics,1,,,,,,0,0
Red Lion Fortune Group Inc,Strategic,Unclassifiable,1,66.7858,66.7858,66.7858,66.7858,,0,0
Continental Realty Advisors Ltd,Strategic,Asset Management,1,14,14,14,14,,0,0
Damansara Holdings Bhd,Strategic,Commercial Support Services,1,4.92371,4.92371,4.92371,4.92371,,0,0
Muirfield Invest AB,Strategic,Leisure Facilities & Services,1,0.5136,0.5136,0.5136,0.5136,,0,0
KPS Pub Co Ltd/UK,Strategic,Leisure Facilities & Services,1,158.175,158.175,158.175,158.175,,0,0
Portillo's Hot Dogs LLC,Strategic,Leisure Facilities & Services,1,4,4,4,4,,0,0
Weinberg Capital Partners SAS,Strategic,Asset Management,1,,,,,,0,0
Kitopi Catering Services LLC,Strategic,Software,1,,,,,,0,0
Brick Concept Investment Fund No 1,Strategic,Specialty Finance,1,9.142,9.142,9.142,9.142,,0,0
Benetton Group Srl,Strategic,Apparel & Textile Products,1,3.35388,3.35388,3.35388,3.35388,,0,0
Yolk Brands SPV Ltd,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Berkshire Hathaway Inc,Strategic,Insurance,1,585,585,585,585,1.36E-19,0,0
Shore Group Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Biffa PLC,Strategic,Commercial Support Services,1,3.34152,3.34152,3.34152,3.34152,,0,0
Lion's Choice,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Lecstar Corp,Strategic,Telecommunications,1,,,,,,0,0
Paradigm Investment Group LLC,Strategic,Leisure Facilities & Services,1,65,65,65,65,,0,0
Amadeus Capital Partners Ltd,Strategic,Asset Management,1,30.1024,30.1024,30.1024,30.1024,,0,0
CCM SOR SA de CV,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Sriboga Raturaya PT,Strategic,Food,1,41.7647,41.7647,41.7647,41.7647,,0,0
GMV-Orkim Sdn Bhd,Strategic,Asset Management,1,35.486,35.486,35.486,35.486,,0,0
Lasseters International Holdings Ltd,Strategic,Leisure Facilities & Services,1,3.45548,3.45548,3.45548,3.45548,,0,0
CTO Realty Growth Inc/Old,Strategic,Real Estate Owners & Developers,1,14.9,14.9,14.9,14.9,,0,0
Georgetowne Group LP,Strategic,Leisure Facilities & Services,1,5,5,5,5,,0,0
TAC Air,Strategic,Transportation & Logistics,1,,,,,,0,0
Polar Star Capital Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Solareast Holdings Co Ltd,Strategic,Electrical Equipment,1,500,500,500,500,,0,0
PJP Coffee Enterprises Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
InnoVen Capital India Pvt Ltd,Strategic,Asset Management,1,33.5,33.5,33.5,33.5,,0,0
Doosan Co Ltd,Strategic,Machinery,1,71.7822,71.7822,71.7822,71.7822,,0,0
Axial Retailing Inc,Strategic,Retail - Consumer Staples,1,0.016482,0.016482,0.016482,0.016482,,0,0
Solviva Co Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
Cammebys International Group,Strategic,Real Estate Owners & Developers,1,20.5,20.5,20.5,20.5,,0,0
Wuhan Zhengxuan Capital Investment Co Ltd,Strategic,Asset Management,1,,,,,,0,0
OUE Ltd,Strategic,Real Estate Owners & Developers,1,5.56848,5.56848,5.56848,5.56848,,0,0
Lawrenson Group Ltd/The,Strategic,Leisure Facilities & Services,1,0.6567,0.6567,0.6567,0.6567,,0,0
Town Centre Restaurants Ltd,Strategic,Leisure Facilities & Services,1,28.8391,28.8391,28.8391,28.8391,14.78,0,0
Nippon Sangyo Suishin Kiko Ltd,Strategic,Asset Management,1,,,,,,0,0
SKY Success Venture Holdings Ltd,Strategic,Asset Management,1,58.8355,58.8355,58.8355,58.8355,12.8007,0,0
UI Investissement SAS,Strategic,Asset Management,1,,,,,,0,0
Banco Bilbao Vizcaya Argentaria SA,Strategic,Banking,1,,,,,,0,0
Allegro Funds Pty Ltd,Strategic,Asset Management,1,,,,,,0,0
Raketo Investimentos E Tecnologia Ltda,Strategic,Software,1,,,,,,0,0
Pacific Ocean Restaurants Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Isoya Co ltd/Tokyo,Strategic,Food,1,,,,,,0,0
SHANAYA Ltd,Strategic,Technology Hardware,1,0.692265,0.692265,0.692265,0.692265,,0,0
Hostmore Plc,Strategic,E-Commerce Discretionary,1,220.1,220.1,220.1,220.1,,0,0
Mel's Country Cafe,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Six Continents Ltd,Strategic,Leisure Facilities & Services,1,0.973021,0.973021,0.973021,0.973021,,0,0
Saladworks LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Iwamoto Rental Costume KK,Strategic,Retail - Discretionary,1,,,,,,0,0
Kairous Capital Sdn Bhd,Strategic,Asset Management,1,,,,,,0,0
Seiryu Syuzou KK,Strategic,Beverages,1,0.104553,0.104553,0.104553,0.104553,,0,0
Khanal Foods Pvt Ltd,Strategic,Food,1,,,,,,0,0
SheCapital LLP,Strategic,Asset Management,1,2.7,2.7,2.7,2.7,,0,0
Broncus Holding Co,Strategic,Health Care Facilities & Svcs,1,55.1202,55.1202,55.1202,55.1202,,0,0
GPS Hospitality Holding Co LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
FirstService Corp,Strategic,Real Estate Services,1,,,,,,0,0
Azulis Capital SA,Strategic,Asset Management,1,40.863,40.863,40.863,40.863,,0,0
Seventure Partners SA,Strategic,Asset Management,1,8.1536,8.1536,8.1536,8.1536,,0,0
Barclays PLC,Strategic,Banking,1,,,,,,0,0
Papa Murphy's Holdings Inc,Strategic,Leisure Facilities & Services,1,3.4,3.4,3.4,3.4,,0,0
B&Y Venture Partners,Strategic,Asset Management,1,10.5,10.5,10.5,10.5,,0,0
Change Forces Capital,Strategic,Asset Management,1,50,50,50,50,,0,0
Beijing Jingxi Culture & Tourism Co Ltd,Strategic,Entertainment Content,1,118.852,118.852,118.852,118.852,,0,0
SIDBI Venture Capital Ltd,Strategic,Asset Management,1,8,8,8,8,,0,0
Yi-Ko Holding GmbH,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Shanzhu Capital,Strategic,Asset Management,1,,,,,,0,0
Crosshill Financial Group Inc,Strategic,Asset Management,1,,,,,,0,0
AXA SA,Strategic,Insurance,1,,,,,,0,0
PWD Acquisition LLC,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Sagaliam Acquisition Corp,Strategic,Asset Management,1,151.5,151.5,151.5,151.5,,0,0
Kouzina Food Tech Pvt Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Giant Leap Manager Pty Ltd,Strategic,Asset Management,1,11,11,11,11,,0,0
EVO Transportation & Energy Services Inc,Strategic,Asset Management,1,18.5181,18.5181,18.5181,18.5181,,0,0
Kiaro Holdings Corp,Strategic,Tobacco & Cannabis,1,6.19891,6.19891,6.19891,6.19891,,0,0
Heystars Corp,Strategic,Software,1,0.143106,0.143106,0.143106,0.143106,,0,0
Sunburst Merchandising AG,Strategic,Commercial Support Services,1,,,,,,0,0
Reliance Industries Ltd,Strategic,Oil & Gas Supply Chain,1,250,250,250,250,,0,0
Gemdale Properties & Investment Corp Ltd,Strategic,Real Estate Owners & Developers,1,5.53867,5.53867,5.53867,5.53867,,0,0
Kentucky Foods Chile Ltda,Strategic,Leisure Facilities & Services,1,35,35,35,35,,0,0
Egeria BV,Strategic,Asset Management,1,,,,,,0,0
Suntory Holdings Ltd,Strategic,Beverages,1,34.5774,34.5774,34.5774,34.5774,,0,0
Bonia Corp Bhd,Strategic,Retail - Discretionary,1,0.494984,0.494984,0.494984,0.494984,,0,0
Kelly Capital LLC,Strategic,Asset Management,1,46.5656,46.5656,46.5656,46.5656,,0,0
Jilin Cotton Jacket Housekeeping Group Co Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
Trampoline Enterprises Pty Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Path Maker Co Ltd,Strategic,E-Commerce Discretionary,1,1.0699,1.0699,1.0699,1.0699,,0,0
Halabis Trust Ltd,Strategic,Asset Management,1,23.4024,23.4024,23.4024,23.4024,,0,0
JC Flowers & Co LLC,Strategic,Asset Management,1,55.93,55.93,55.93,55.93,,0,0
Altran Technologies SA,Strategic,Engineering & Construction,1,,,,,,0,0
Superscrypt LLC,Strategic,Asset Management,1,1.7,1.7,1.7,1.7,,0,0
Discover Jeju Co Ltd,Strategic,Leisure Facilities & Services,1,0.143106,0.143106,0.143106,0.143106,,0,0
Yata Glass Holdings KK,Strategic,Asset Management,1,13.4601,13.4601,13.4601,13.4601,,0,0
London Borough of Islington,Strategic,Regional,1,2.64445,2.64445,2.64445,2.64445,,0,0
Express Kitchens Holding LLC,Strategic,Home Construction,1,,,,,,0,0
Sourdough South Ltd,Strategic,Food,1,,,,,,0,0
Long Point Capital Inc,Strategic,Asset Management,1,,,,,,0,0
Eternal Ltd,Strategic,Internet Media & Services,1,,,,,,0,0
Tian An Medicare Ltd,Strategic,Health Care Facilities & Svcs,1,1.70815,1.70815,1.70815,1.70815,86.92,0,0
Restaurant Group LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
S-Plus International Corp,Strategic,Leisure Facilities & Services,1,1.0699,1.0699,1.0699,1.0699,,0,0
Empresas Copec SA,Strategic,Oil & Gas Supply Chain,1,,,,,,0,0
STEN Corp,Strategic,Specialty Finance,1,,,,,,0,0
Deutsche Raststaetten Gruppe GmbH,Strategic,Engineering & Construction,1,,,,,,0,0
Leeu Holdings Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Cafe International LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Welkin Capital Management HK Ltd,Strategic,Asset Management,1,15,15,15,15,,0,0
American Water Works Co Inc,Strategic,Gas & Water Utilities,1,18,18,18,18,,0,0
Delica Foods Holdings Co Ltd,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Nourish Ventures,Strategic,Asset Management,1,30,30,30,30,,0,0
Lotte Wellfood Co Ltd,Strategic,Food,1,23.6012,23.6012,23.6012,23.6012,,0,0
Shun Tak Holdings Ltd,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Reledo AB,Strategic,Commercial Support Services,1,,,,,,0,0
Brakspear WH & Sons PLC,Strategic,Beverages,1,,,,,,0,0
Shanghai Yuyuan Tourist Mart Group Co Ltd,Strategic,Retail - Discretionary,1,242.093,242.093,242.093,242.093,,0,0
Shikishima Farm Co Ltd,Strategic,Food,1,0.839322,0.839322,0.839322,0.839322,,0,0
Starzen Co Ltd,Strategic,Food,1,,,,,,0,0
Westar Foods Inc,Strategic,Specialty Finance,1,,,,,,0,0
Australian Enterprises LP,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Future Equity Brands Pty Ltd,Strategic,Food,1,1.04779,1.04779,1.04779,1.04779,,0,0
Landworth Ppty Dorchester Ltd,Strategic,Leisure Facilities & Services,1,11.2713,11.2713,11.2713,11.2713,,0,0
Lo & Behold Group Pte Ltd/The,Strategic,Leisure Facilities & Services,1,,,,,,0,0
NU Pizza Holding Corp,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Entrepreneur First LP,Strategic,Asset Management,1,14.113,14.113,14.113,14.113,,0,0
PTM Partners LLC,Strategic,Real Estate Owners & Developers,1,4.5,4.5,4.5,4.5,,0,0
Mill Road Capital Management LLC,Strategic,Asset Management,1,79.5071,79.5071,79.5071,79.5071,,0,0
Del Taco Holdings Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
MERA Global LLC,Strategic,Leisure Facilities & Services,1,34,34,34,34,,0,0
Crown Partnership Inc,Strategic,Commercial Support Services,1,,,,,,0,0
STIC Investment Inc,Strategic,Asset Management,1,20,20,20,20,,0,0
Yangxin Catering Co Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
WEI Global Pte Ltd,Strategic,Leisure Facilities & Services,1,0.510575,0.510575,0.510575,0.510575,,0,0
Medifit Consultants Pvt Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Azur Selection SA/The,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Eldridge Industries LLC,Strategic,Asset Management,1,,,,,,0,0
SuSu Hospitality Group LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Ikebukuro Shopping Park KK,Strategic,Retail - Discretionary,1,11.6738,11.6738,11.6738,11.6738,,0,0
Ascend Hospitality Group LLC,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Beijing Shixiang Technology Culture Co Ltd,Strategic,Wholesale - Discretionary,1,,,,,,0,0
National Electronics Hldgs,Strategic,Apparel & Textile Products,1,17.035,17.035,17.035,17.035,,0,0
Ushio Inc,Strategic,Household Products,1,14.5166,14.5166,14.5166,14.5166,,0,0
Taihe Capital,Strategic,Asset Management,1,980,980,980,980,,0,0
BBE Consulting LLC,Strategic,Asset Management,1,2,2,2,2,,0,0
FoodLabs Inc,Strategic,Commercial Support Services,1,1.64625,1.64625,1.64625,1.64625,,0,0
Hamilton Lane Advisors Inc,Strategic,Asset Management,1,,,,,,0,0
Brabco 1419 Ltd,Strategic,Asset Management,1,,,,,,0,0
Shanghai Rendi Catering Co Ltd,Strategic,Leisure Facilities & Services,1,0.0041751,0.0041751,0.0041751,0.0041751,,0,0
SABA6 Co Ltd/ Fukushima Osaka,Strategic,Leisure Facilities & Services,1,,,,,,0,0
SkyVision Capital,Strategic,Asset Management,1,7,7,7,7,,0,0
NEC Capital Solutions Ltd,Strategic,Specialty Finance,1,,,,,,0,0
Magellan Financial Group Ltd,Strategic,Asset Management,1,65.3778,65.3778,65.3778,65.3778,,0,0
Tokyo Airport Service KK,Strategic,Leisure Facilities & Services,1,0.158515,0.158515,0.158515,0.158515,,0,0
NSD Seafood Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Crosslink Capital Inc,Strategic,Asset Management,1,6,6,6,6,,0,0
Unified Ventures Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Union Rich Asia Investment Ltd,Strategic,Asset Management,1,0.06377,0.06377,0.06377,0.06377,,0,0
Beach Point Capital Management LP,Strategic,Asset Management,1,,,,,,0,0
Melco International Development Ltd,Strategic,Leisure Facilities & Services,1,6.34449,6.34449,6.34449,6.34449,,0,0
H-Entertainment Inc,Strategic,Leisure Facilities & Services,1,25,25,25,25,,0,0
GGST LLC,Strategic,Asset Management,1,128,128,128,128,,0,0
Proto Corp,Strategic,Internet Media & Services,1,,,,,,0,0
Hongyi Baifu,Strategic,Asset Management,1,,,,,,0,0
Shenzhen Xijiade Catering Management Co Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Suntec Real Estate Investment Trust,Strategic,REIT,1,75.6224,75.6224,75.6224,75.6224,,0,0
Motion Equity Partners LLP,Strategic,Asset Management,1,138.567,138.567,138.567,138.567,,0,0
Keystone Foods LLC,Strategic,Food,1,,,,,,0,0
Apple Restaurants Inc,Strategic,Leisure Facilities & Services,1,8,8,8,8,,0,0
Kyrush Investments,Strategic,Asset Management,1,8.50575,8.50575,8.50575,8.50575,,0,0
New Acres Ltd,Strategic,Leisure Facilities & Services,1,7.571,7.571,7.571,7.571,,0,0
AAC Benelux Management BV,Strategic,Asset Management,1,,,,,,0,0
Minor Corp PCL,Strategic,Wholesale - Discretionary,1,39.518,39.518,39.518,39.518,1.5,0,0
Moonshots Capital Management Co LLC,Strategic,Asset Management,1,4,4,4,4,,0,0
Derayah Ventures,Strategic,Asset Management,1,,,,,,0,0
Balmoral Funds LLC,Strategic,Asset Management,1,,,,,,0,0
NCB Capital Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Maple Park LLC,Strategic,Asset Management,1,,,,,,0,0
Ogier Employee Benefit Trustee Ltd,Strategic,Commercial Support Services,1,8.19485,8.19485,8.19485,8.19485,1.31,0,0
Hasegawa Capital Investment KK,Strategic,Asset Management,1,25.443,25.443,25.443,25.443,,0,0
Chingona Ventures LP,Strategic,Asset Management,1,4,4,4,4,,0,0
Tangrenshen Group Co Ltd,Strategic,Food,1,2.36925,2.36925,2.36925,2.36925,,0,0
Braidol Acquisition Corp,Strategic,Asset Management,1,6.2845,6.2845,6.2845,6.2845,14.19,0,0
HAVI Group LP/The,Strategic,Transportation & Logistics,1,100,100,100,100,,0,0
Coinbase Ventures,Strategic,Asset Management,1,1,1,1,1,,0,0
Hanshin Department Store Co Ltd,Strategic,Retail - Discretionary,1,1.2,1.2,1.2,1.2,,0,0
Newscape Capital Sdn Bhd,Strategic,Asset Management,1,17.5907,17.5907,17.5907,17.5907,,0,0
Euler Capital LLC,Strategic,Asset Management,1,,,,,,0,0
IBE Holdings Inc,Strategic,Publishing & Broadcasting,1,0.7087,0.7087,0.7087,0.7087,,0,0
Hamayuu Co Ltd,Strategic,Leisure Facilities & Services,1,3.78842,3.78842,3.78842,3.78842,,0,0
Vitzronextech Co Ltd,Strategic,Aerospace & Defense,1,3.9339,3.9339,3.9339,3.9339,,0,0
Milestone Capital Services Ltd,Strategic,Asset Management,1,,,,,,0,0
Lennertz & Co US Venture & Growth Capital GmbH,Strategic,Asset Management,1,30.1024,30.1024,30.1024,30.1024,,0,0
Alpha Dhabi Holding PJSC,Strategic,Engineering & Construction,1,,,,,,0,0
1000193142 Ontario Inc,Strategic,Asset Management,1,,,,,,0,0
Zenshoku Co Ltd,Strategic,Leisure Facilities & Services,1,0.515054,0.515054,0.515054,0.515054,,0,0
SG Dinehill Co Ltd,Strategic,Leisure Facilities & Services,1,3.3588,3.3588,3.3588,3.3588,,0,0
Amundi Transition Energetique SAS,Strategic,Asset Management,1,57.8286,57.8286,57.8286,57.8286,,0,0
Ajisen China Holdings Ltd,Strategic,Leisure Facilities & Services,1,53.6212,53.6212,53.6212,53.6212,,0,0
AMTD IDEA Group,Strategic,Institutional Financial Svcs,1,,,,,,0,0
Inntown Pub & Property Co,Strategic,Leisure Facilities & Services,1,6.50169,6.50169,6.50169,6.50169,,0,0
Newco/United Kingdom,Strategic,Advertising & Marketing,1,17.9795,17.9795,17.9795,17.9795,83.97,0,0
Sora KK,Strategic,Asset Management,1,3.34154,3.34154,3.34154,3.34154,,0,0
Hamayu Food Systems Ltd,Strategic,Asset Management,1,0.5901,0.5901,0.5901,0.5901,,0,0
Siam Gourmet Holding Co Ltd,Strategic,Asset Management,1,0.0120972,0.0120972,0.0120972,0.0120972,,0,0
Tacala LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Pinstripes Holdings Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Toasted Coffee Roasters,Strategic,Beverages,1,,,,,,0,0
Asahitec Corp,Strategic,Commercial Support Services,1,,,,,,0,0
Provenance Holdings Inc,Strategic,Food,1,,,,,,0,0
WDFG GB Ltd,Strategic,Commercial Support Services,1,3.49711,3.49711,3.49711,3.49711,,0,0
JDE Peet's NV,Strategic,Beverages,1,260,260,260,260,,0,0
Windy City RE LLC,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Macquarie Group Ltd,Strategic,Banking,1,3.36042,3.36042,3.36042,3.36042,,0,0
Avan Projects Pvt Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Cie de la Seine SAS,Strategic,Commercial Support Services,1,,,,,,0,0
